Rank,Coin Name,Symbol,Price,1h,24h,7d,30d,24h Volume,Circulating Supply,Total Supply,Market Cap,price,1h_pct,24h_pct,7d_pct,30d_pct,volume,market_cap,supply,is_stablecoin,cap_tier,vol_mcap_ratio,is_high_liq_flag,is_return_outlier
1440,Crypterium,CRPT,0.04,1.20%,-2.70%,5.30%,-4.20%,"$589,853.00 ","84,971,024",95.1 Million,"$3,626,341.00 ",0.04,1.2,-2.7,5.3,-4.2,589853.0,3626341.0,84971024.0,False,Small,0.16265789676150147,False,False
1441,Champignons of Arborethia,CHAMPZ, $-   ,-0.80%,99.00%,98.40%,192.50%,"$269,525.00 ","941,338,367",1 Billion,"$3,625,038.00 ",,-0.8,99.0,98.4,192.5,269525.0,3625038.0,941338367.0,False,Small,0.07435094473492415,False,False
1442,Decentralized ETF,DETF,0.04,3.30%,6.50%,401.10%,486.00%,"$28,286.00 ","100,000,000",100 Million,"$3,615,012.00 ",0.04,3.3,6.5,401.1,486.0,28286.0,3615012.0,100000000.0,False,Small,0.007824593666632365,False,False
1443,Silk,SILK,1.05,0.30%,1.70%,-0.30%,1.50%,"$43,324,063.00 ","3,432,625",3.43 Million,"$3,612,472.00 ",1.05,0.3,1.7,-0.3,1.5,43324063.0,3612472.0,3432625.0,False,Small,11.992913163063962,True,False
1444,FloorDAO,FLOOR,3.62,,2.60%,-4.10%,-10.10%,$227.00 ,"994,994",1.08 Million,"$3,602,604.00 ",3.62,,2.6,-4.1,-10.1,227.0,3602604.0,994994.0,False,Small,6.300997833789115e-05,False,False
1445,PointPay,PXP,0.01,-0.30%,-0.70%,-10.40%,5.70%,"$138,830.00 ","449,998,093",850 Million,"$3,601,403.00 ",0.01,-0.3,-0.7,-10.4,5.7,138830.0,3601403.0,449998093.0,False,Small,0.03854886553934675,False,False
1446,HarryPotterObamaPacMan8Inu,XRP,0.04,-2.20%,-6.00%,-9.50%,-44.50%,"$234,223.00 ","84,470,217",84.5 Million,"$3,596,711.00 ",0.04,-2.2,-6.0,-9.5,-44.5,234223.0,3596711.0,84470217.0,False,Small,0.06512144011570571,False,False
1447,Alvey Chain,WALV,0.03,-0.30%,-4.80%,-5.00%,-7.90%,"$498,139.00 ","114,677,518",152 Million,"$3,593,313.00 ",0.03,-0.3,-4.8,-5.0,-7.9,498139.0,3593313.0,114677518.0,False,Small,0.1386294486453031,False,False
1448,KAP Games,KAP,0.07,10.80%,-4.10%,41.10%,-26.50%,"$54,517.00 ","50,000,000",1 Billion,"$3,587,979.00 ",0.07,10.8,-4.1,41.1,-26.5,54517.0,3587979.0,50000000.0,False,Small,0.015194347570038732,False,False
1449,BOSagora,BOA,0.01,1.40%,-2.50%,-2.10%,8.10%,"$235,800.00 ","367,838,655",756 Million,"$3,587,278.00 ",0.01,1.4,-2.5,-2.1,8.1,235800.0,3587278.0,367838655.0,False,Small,0.06573229061143296,False,False
1450,Don't Buy Inu,DBI, $-   ,-2.30%,21.20%,-8.10%,51.60%,"$36,838.00 ","1,423,043,587",1.42 Billion,"$3,584,797.00 ",,-2.3,21.2,-8.1,51.6,36838.0,3584797.0,1423043587.0,False,Small,0.01027617463415641,False,False
1451,PKT,PKT, $-   ,-2.20%,-6.40%,-1.60%,-11.30%,"$2,070.00 ","4,156,669,956",6 Billion,"$3,574,333.00 ",,-2.2,-6.4,-1.6,-11.3,2070.0,3574333.0,4156669956.0,False,Small,0.0005791290291083679,False,False
1452,Foom,FOOM, $-   ,0.70%,2.20%,0.10%,27.00%,"$96,046.00 ","175,000,000,000,000",175 Trillion,"$3,573,267.00 ",,0.7,2.2,0.1,27.0,96046.0,3573267.0,175000000000000.0,False,Small,0.026879043743442625,False,False
1453,Portugal National Team Fan Token,POR,1.09,-0.30%,0.00%,-7.00%,12.90%,"$312,357.00 ","3,287,339",20 Million,"$3,572,023.00 ",1.09,-0.3,0.0,-7.0,12.9,312357.0,3572023.0,3287339.0,False,Small,0.08744540558669416,False,False
1454,ECO,ECO,0.02,-,-,-,-, - ,"231,130,526",9.17 Billion,"$3,521,973.00 ",0.02,,,,,,3521973.0,231130526.0,False,Small,,False,False
1455,ProximaX,XPX, $-   ,-0.60%,-5.50%,-7.30%,-11.00%,"$26,926.00 ","6,481,627,987",9 Billion,"$3,564,255.00 ",,-0.6,-5.5,-7.3,-11.0,26926.0,3564255.0,6481627987.0,False,Small,0.007554453876055445,False,False
1456,Cube Intelligence,AUTO, $-   ,,0.00%,0.00%,0.00%, $-   ,"6,774,940,000",7.2 Billion,"$3,108,563.00 ",,,0.0,0.0,0.0,,3108563.0,6774940000.0,False,Small,,False,False
1457,Husky Avax,HUSKY, $-   ,1.10%,-8.70%,111.70%,1353.50%,"$38,031.00 ","88,389,478,000,000",88.4 Trillion,"$3,539,131.00 ",,1.1,-8.7,111.7,1353.5,38031.0,3539131.0,88389478000000.0,False,Small,0.010745858234690946,False,True
1458,Chain Guardians,CGG,0.04,-0.10%,-17.30%,-16.70%,131.70%,"$102,946.00 ","85,999,877",120 Million,"$3,538,572.00 ",0.04,-0.1,-17.3,-16.7,131.7,102946.0,3538572.0,85999877.0,False,Small,0.02909252658982211,False,False
1459,Wrapped Accumulate,WACME,0.02,8.90%,2.30%,27.90%,101.60%,"$81,761.00 ","210,625,291",249 Million,"$3,531,976.00 ",0.02,8.9,2.3,27.9,101.6,81761.0,3531976.0,210625291.0,False,Small,0.023148798293080135,False,False
1460,Umami,UMAMI,4.94,0.50%,-0.50%,-4.80%,-12.90%,"$28,264.00 ","714,017",1 Million,"$3,530,613.00 ",4.94,0.5,-0.5,-4.8,-12.9,28264.0,3530613.0,714017.0,False,Small,0.008005408692484846,False,False
1461,LayerAI,LAI,0.01,-2.50%,3.10%,21.40%,65.40%,"$1,234,992.00 ","318,000,000",3 Billion,"$3,523,961.00 ",0.01,-2.5,3.1,21.4,65.4,1234992.0,3523961.0,318000000.0,False,Small,0.3504556378461623,False,False
1462,XMON,XMON,"1,396.11",3.80%,2.20%,17.10%,35.90%,"$27,227.00 ","2,524",10 Thousand,"$3,522,026.00 ",1396.11,3.8,2.2,17.1,35.9,27227.0,3522026.0,2524.0,False,Small,0.007730493755582725,False,False
1463,NMKR,$NMKR, $-   ,2.40%,7.00%,14.30%,65.50%,"$308,431.00 ","1,886,522,614",-,"$3,520,655.00 ",,2.4,7.0,14.3,65.5,308431.0,3520655.0,1886522614.0,False,Small,0.08760614147083426,False,False
1464,Stobox,STBU,0.04,0.10%,36.00%,176.20%,169.50%,"$260,649.00 ","89,868,704",99.9 Million,"$3,516,412.00 ",0.04,0.1,36.0,176.2,169.5,260649.0,3516412.0,89868704.0,False,Small,0.07412356686304107,False,False
1465,Witch Token,WITCH,0.13,-0.10%,-1.10%,-6.40%,4.60%,"$102,766.00 ","26,000,000",100 Million,"$3,498,720.00 ",0.13,-0.1,-1.1,-6.4,4.6,102766.0,3498720.0,26000000.0,False,Small,0.029372456212557737,False,False
1466,Metaverse Index,MVI,20.00,-3.00%,4.70%,10.40%,72.70%,"$8,830.00 ","168,385",168 Thousand,"$3,474,698.00 ",20.0,-3.0,4.7,10.4,72.7,8830.0,3474698.0,168385.0,False,Small,0.0025412280434155715,False,False
1467,GEEQ,GEEQ,0.08,0.30%,-4.60%,-7.70%,66.40%,"$160,159.00 ","45,022,222",100 Million,"$3,464,059.00 ",0.08,0.3,-4.6,-7.7,66.4,160159.0,3464059.0,45022222.0,False,Small,0.04623448965505495,False,False
1468,Tulip Protocol,TULIP,2.20,-1.50%,0.50%,-15.90%,187.10%,"$38,440.00 ","1,561,536",10 Million,"$3,451,448.00 ",2.2,-1.5,0.5,-15.9,187.1,38440.0,3451448.0,1561536.0,False,Small,0.011137354524825522,False,False
1469,Digits DAO,DIGITS, $-   ,2.00%,2.10%,-7.20%,-5.50%,"$20,979.00 ","790,737,270",1 Billion,"$3,450,982.00 ",,2.0,2.1,-7.2,-5.5,20979.0,3450982.0,790737270.0,False,Small,0.006079139213128321,False,False
1470,Cetus Protocol,CETUS,0.04,1.40%,6.10%,-37.50%,25.50%,"$4,427,343.00 ","80,000,000",1 Billion,"$3,448,834.00 ",0.04,1.4,6.1,-37.5,25.5,4427343.0,3448834.0,80000000.0,False,Small,1.2837216868077732,True,False
1471,Pegaxy,PGX,0.02,0.60%,8.10%,60.00%,292.60%,"$56,606.00 ","183,272,027",1 Billion,"$3,440,214.00 ",0.02,0.6,8.1,60.0,292.6,56606.0,3440214.0,183272027.0,False,Small,0.01645420895328023,False,False
1472,Grizzly Honey,GHNY,2.72,-1.30%,-6.20%,-6.40%,-5.10%,"$76,730.00 ","1,268,471",1.27 Million,"$3,437,184.00 ",2.72,-1.3,-6.2,-6.4,-5.1,76730.0,3437184.0,1268471.0,False,Small,0.022323506684541763,False,False
1473,Non-Playable Coin,NPC, $-   ,-0.10%,-4.70%,-6.20%,484.20%,"$38,813.00 ","8,050,126,520",8.05 Billion,"$3,434,310.00 ",,-0.1,-4.7,-6.2,484.2,38813.0,3434310.0,8050126520.0,False,Small,0.011301542376780197,False,False
1474,Berry,BERRY, $-   ,-0.20%,-3.80%,1.30%,10.30%,"$266,943.00 ","9,790,255,552",10 Billion,"$3,425,706.00 ",,-0.2,-3.8,1.3,10.3,266943.0,3425706.0,9790255552.0,False,Small,0.07792349956476124,False,False
1475,AI Network,AIN,0.01,-0.20%,5.70%,3.30%,3.90%,"$143,579.00 ","255,516,990",700 Million,"$3,413,634.00 ",0.01,-0.2,5.7,3.3,3.9,143579.0,3413634.0,255516990.0,False,Small,0.04206045522162013,False,False
1476,Pocketcoin,PKOIN,0.30,-4.30%,4.40%,7.40%,11.20%,"$6,047.00 ","11,423,274",12.3 Million,"$3,407,774.00 ",0.3,-4.3,4.4,7.4,11.2,6047.0,3407774.0,11423274.0,False,Small,0.0017744721334219933,False,False
1477,USK,USK,1.00,0.20%,-0.30%,0.00%,-0.20%,"$1,065,933.00 ","3,403,802",3.41 Million,"$3,401,692.00 ",1.0,0.2,-0.3,0.0,-0.2,1065933.0,3401692.0,3403802.0,False,Small,0.31335376630218137,False,False
1478,LiquidLayer,LILA,0.52,-2.20%,89.10%,179.90%,,"$1,206,440.00 ","6,500,000",10 Million,"$3,398,407.00 ",0.52,-2.2,89.1,179.9,,1206440.0,3398407.0,6500000.0,False,Small,0.35500162281916203,False,False
1479,STEPN Green Satoshi Token on ETH,GST-ETH,0.06,-2.10%,-0.90%,20.80%,-10.40%,"$10,244.00 ","54,180,168",30 Million,"$3,391,054.00 ",0.06,-2.1,-0.9,20.8,-10.4,10244.0,3391054.0,54180168.0,False,Small,0.0030208896702913018,False,False
1480,PolyPad,POLYPAD, $-   ,0.10%,-6.70%,-4.90%,62.80%,"$25,258.00 ","1,100,000,000",2 Billion,"$3,381,273.00 ",,0.1,-6.7,-4.9,62.8,25258.0,3381273.0,1100000000.0,False,Small,0.007469967671938941,False,False
1481,SafeCoin,SAFE,0.11,-,-,-,-, - ,"31,214,532",31.2 Million,"$3,368,440.00 ",0.11,,,,,,3368440.0,31214532.0,False,Small,,False,False
1482,Alongside Crypto Market Index,AMKT,113.58,0.20%,-1.60%,-0.20%,20.10%,"$109,409.00 ","29,726",29.7 Thousand,"$3,375,571.00 ",113.58,0.2,-1.6,-0.2,20.1,109409.0,3375571.0,29726.0,False,Small,0.032411997851622736,False,False
1483,CrowdSwap,CROWD,0.02,-0.20%,-13.20%,37.90%,50.90%,"$43,233.00 ","192,879,472",709 Million,"$3,365,847.00 ",0.02,-0.2,-13.2,37.9,50.9,43233.0,3365847.0,192879472.0,False,Small,0.01284461236651577,False,False
1484,Ghost,GHOST,0.14,-0.20%,1.10%,-13.60%,122.30%,$330.00 ,"23,981,693",24 Million,"$3,363,255.00 ",0.14,-0.2,1.1,-13.6,122.3,330.0,3363255.0,23981693.0,False,Small,9.811923270760023e-05,False,False
1485,XAYA,WCHI,0.06,-0.10%,0.80%,-5.50%,-2.10%,"$12,083.00 ","57,605,493",77.3 Million,"$3,354,997.00 ",0.06,-0.1,0.8,-5.5,-2.1,12083.0,3354997.0,57605493.0,False,Small,0.003601493533377228,False,False
1486,mStable USD,MUSD,0.98,-,-,-,-, - ,"3,358,308",3.36 Million,"$3,289,748.00 ",0.98,,,,,,3289748.0,3358308.0,False,Small,,False,False
1487,governance ZIL,GZIL,5.97,0.60%,-5.90%,-6.30%,55.40%,"$1,323.00 ","559,969",723 Thousand,"$3,345,113.00 ",5.97,0.6,-5.9,-6.3,55.4,1323.0,3345113.0,559969.0,False,Small,0.00039550233430081435,False,False
1488,Goons of Balatroon,GOB,0.01,0.60%,3.00%,95.90%,488.90%,"$35,727.00 ","546,144,779",579 Million,"$3,338,314.00 ",0.01,0.6,3.0,95.9,488.9,35727.0,3338314.0,546144779.0,False,Small,0.01070210890886837,False,False
1489,Mozaic,MOZ,0.05,-3.40%,7.00%,58.80%,1174.20%,"$313,054.00 ","63,241,112",984 Million,"$3,310,923.00 ",0.05,-3.4,7.0,58.8,1174.2,313054.0,3310923.0,63241112.0,False,Small,0.09455188175623534,False,True
1490,Cirus,CIRUS,0.03,2.10%,18.10%,105.30%,56.90%,"$4,010,663.00 ","126,993,313",225 Million,"$3,307,867.00 ",0.03,2.1,18.1,105.3,56.9,4010663.0,3307867.0,126993313.0,False,Small,1.2124619883447552,True,False
1491,xFUND,XFUND,331.05,0.60%,-5.80%,-14.20%,-1.40%,"$24,208.00 ","9,971",9.97 Thousand,"$3,299,272.00 ",331.05,0.6,-5.8,-14.2,-1.4,24208.0,3299272.0,9971.0,False,Small,0.007337376245426264,False,False
1492,ALEX $B20,$B20,0.16,0.00%,-2.50%,9.80%,6.70%,"$56,767.00 ","21,000,000",21 Million,"$3,293,646.00 ",0.16,0.0,-2.5,9.8,6.7,56767.0,3293646.0,21000000.0,False,Small,0.017235307012350445,False,False
1493,X,X, $-   ,0.60%,4.30%,-20.70%,24.30%,"$120,551.00 ","966,082,387,957",966 Billion,"$3,290,238.00 ",,0.6,4.3,-20.7,24.3,120551.0,3290238.0,966082387957.0,False,Small,0.03663899085719635,False,False
1494,MetaVPad,METAV,0.01,0.20%,-0.10%,11.50%,170.80%,"$72,473.00 ","220,000,000",1.91 Billion,"$3,285,115.00 ",0.01,0.2,-0.1,11.5,170.8,72473.0,3285115.0,220000000.0,False,Small,0.022061023738894986,False,False
1495,Dragonchain,DRGN,0.01,-0.30%,-11.80%,18.20%,16.70%,"$31,008.00 ","368,540,931",433 Million,"$3,278,254.00 ",0.01,-0.3,-11.8,18.2,16.7,31008.0,3278254.0,368540931.0,False,Small,0.009458693560657594,False,False
1496,Fringe Finance,FRIN, $-   ,0.40%,3.80%,131.70%,419.00%,"$204,062.00 ","695,259,187",1 Billion,"$3,266,680.00 ",,0.4,3.8,131.7,419.0,204062.0,3266680.0,695259187.0,False,Small,0.06246770421345219,False,False
1497,JumpToken,JMPT,1.66,0.30%,-1.90%,-3.10%,-9.70%,"$14,568.00 ","1,959,990",42.8 Million,"$3,253,362.00 ",1.66,0.3,-1.9,-3.1,-9.7,14568.0,3253362.0,1959990.0,False,Small,0.004477829396175402,False,False
1498,Polkamarkets,POLK,0.03,-0.30%,3.20%,1.00%,40.70%,"$216,223.00 ","100,000,000",100 Million,"$3,243,867.00 ",0.03,-0.3,3.2,1.0,40.7,216223.0,3243867.0,100000000.0,False,Small,0.0666559387299171,False,False
1499,STIMA,STIMA,1.01,-0.40%,0.70%,-0.50%,0.00%,"$12,549.00 ","3,186,864",31.9 Million,"$3,231,835.00 ",1.01,-0.4,0.7,-0.5,0.0,12549.0,3231835.0,3186864.0,False,Small,0.003882933379952875,False,False
1500,PolkaBridge,PBR,0.04,0.50%,-10.70%,28.60%,75.00%,"$1,023,375.00 ","72,183,410",75.2 Million,"$3,230,713.00 ",0.04,0.5,-10.7,28.6,75.0,1023375.0,3230713.0,72183410.0,False,Small,0.3167644417811177,False,False
1501,Crescent Network,CRE,0.01,1.00%,-2.80%,-15.70%,-8.70%,$182.00 ,"344,854,020",441 Million,"$3,228,265.00 ",0.01,1.0,-2.8,-15.7,-8.7,182.0,3228265.0,344854020.0,False,Small,5.637703224487457e-05,False,False
1502,Zizy,ZIZY,0.14,0.40%,0.30%,-2.80%,6.30%,"$65,328.00 ","23,592,585",150 Million,"$3,229,025.00 ",0.14,0.4,0.3,-2.8,6.3,65328.0,3229025.0,23592585.0,False,Small,0.020231494026834725,False,False
1503,Charli3,C3,0.15,-0.30%,0.00%,-6.70%,56.00%,"$4,313.00 ","21,419,712",100 Million,"$3,226,269.00 ",0.15,-0.3,0.0,-6.7,56.0,4313.0,3226269.0,21419712.0,False,Small,0.001336838310754621,False,False
1504,Xi,XI,0.01,-0.10%,1.90%,24.30%,-7.50%,"$36,003.00 ","421,000,000",1 Billion,"$3,223,838.00 ",0.01,-0.1,1.9,24.3,-7.5,36003.0,3223838.0,421000000.0,False,Small,0.011167744781220396,False,False
1505,Wombat Exchange,WOM,0.03,-2.10%,-5.50%,-10.20%,0.40%,"$89,961.00 ","118,861,292",1 Billion,"$3,202,390.00 ",0.03,-2.1,-5.5,-10.2,0.4,89961.0,3202390.0,118861292.0,False,Small,0.028091831413413107,False,False
1506,Landshare,LAND,0.83,1.70%,1.00%,31.60%,70.00%,"$39,721.00 ","3,850,743",3.85 Million,"$3,186,292.00 ",0.83,1.7,1.0,31.6,70.0,39721.0,3186292.0,3850743.0,False,Small,0.01246621464699406,False,False
1507,Xena Finance,XEN,0.06,0.70%,-1.20%,-11.40%,,"$40,097.00 ","50,498,670",1 Billion,"$3,297,190.00 ",0.06,0.7,-1.2,-11.4,,40097.0,3297190.0,50498670.0,False,Small,0.012160961303412906,False,False
1508,ZMINE,ZMN,0.01,0.00%,-3.60%,-3.30%,5.00%,$825.00 ,"607,187,660",116 Million,"$3,178,709.00 ",0.01,0.0,-3.6,-3.3,5.0,825.0,3178709.0,607187660.0,False,Small,0.0002595393287023128,False,False
1509,Mt Pelerin Shares,MPS,6.33,0.20%,-4.60%,-9.50%,-11.20%,"$8,662.00 ","500,000",10 Million,"$3,162,362.00 ",6.33,0.2,-4.6,-9.5,-11.2,8662.0,3162362.0,500000.0,False,Small,0.002739091856024073,False,False
1510,Gym Network,GYMNET,0.03,1.00%,-5.60%,-19.00%,17.10%,"$292,138.00 ","124,800,794",551 Million,"$3,162,897.00 ",0.03,1.0,-5.6,-19.0,17.1,292138.0,3162897.0,124800794.0,False,Small,0.09236405738157139,False,False
1511,Solarcoin,SLR,0.05,0.00%,-4.20%,-2.30%,-8.80%,"$1,015.00 ","64,813,807",98.1 Billion,"$3,156,490.00 ",0.05,0.0,-4.2,-2.3,-8.8,1015.0,3156490.0,64813807.0,False,Small,0.0003215597071430608,False,False
1512,SALT,SALT,0.04,0.70%,20.10%,15.70%,30.40%,"$27,758.00 ","87,479,057",120 Million,"$3,155,872.00 ",0.04,0.7,20.1,15.7,30.4,27758.0,3155872.0,87479057.0,False,Small,0.008795667251396761,False,False
1513,Kine Protocol,KINE,0.16,0.20%,-1.00%,-7.00%,-13.80%,"$255,432.00 ","20,211,925",100 Million,"$3,153,562.00 ",0.16,0.2,-1.0,-7.0,-13.8,255432.0,3153562.0,20211925.0,False,Small,0.08099793186244633,False,False
1514,V.SYSTEMS,VSYS, $-   ,0.10%,-1.50%,-2.50%,17.80%,"$838,751.00 ","2,986,287,365",1 Quadrillion,"$3,151,030.00 ",,0.1,-1.5,-2.5,17.8,838751.0,3151030.0,2986287365.0,False,Small,0.2661831210746962,False,False
1515,Yieldification,YDF, $-   ,0.30%,-2.20%,-9.60%,4.60%,"$42,100.00 ","778,301,313",685 Million,"$3,146,590.00 ",,0.3,-2.2,-9.6,4.6,42100.0,3146590.0,778301313.0,False,Small,0.013379563273257717,False,False
1516,Lattice,LTX,0.10,0.90%,0.20%,-2.70%,17.80%,"$75,594.00 ","32,085,279",100 Million,"$3,134,602.00 ",0.1,0.9,0.2,-2.7,17.8,75594.0,3134602.0,32085279.0,False,Small,0.02411598027436976,False,False
1517,GMBL COMPUTER CHiP,GMBL,0.15,0.20%,-2.20%,8.40%,31.20%,"$5,894.00 ","21,540,643",100 Million,"$3,131,502.00 ",0.15,0.2,-2.2,8.4,31.2,5894.0,3131502.0,21540643.0,False,Small,0.0018821638945145172,False,False
1518,Crypton,CRP,0.35,0.80%,0.30%,-1.00%,-0.60%,"$771,541.00 ","9,071,656",8.11 Million,"$3,130,017.00 ",0.35,0.8,0.3,-1.0,-0.6,771541.0,3130017.0,9071656.0,False,Small,0.2464973832410495,False,False
1519,NerveNetwork,NVT,0.01,-0.10%,-4.20%,-4.50%,10.50%,"$157,133.00 ","394,173,576",2.1 Billion,"$3,126,968.00 ",0.01,-0.1,-4.2,-4.5,10.5,157133.0,3126968.0,394173576.0,False,Small,0.05025091398440918,False,False
1520,Mintra,MINT, $-   ,0.80%,-8.90%,-25.10%,,"$22,307.00 ","2,378,194,230",2.38 Billion,"$3,113,882.00 ",,0.8,-8.9,-25.1,,22307.0,3113882.0,2378194230.0,False,Small,0.007163726820733734,False,False
1521,Minter Network,BIP, $-   ,-,-,-,-, - ,"7,887,238,550",10 Billion,"$3,291,222.00 ",,,,,,,3291222.0,7887238550.0,False,Small,,False,False
1522,Jarvis Reward,JRT,0.01,0.20%,4.00%,-1.00%,23.40%,$630.00 ,"397,100,695",565 Million,"$3,099,380.00 ",0.01,0.2,4.0,-1.0,23.4,630.0,3099380.0,397100695.0,False,Small,0.00020326645974356162,False,False
1523,DOSE,DOSE, $-   ,-1.00%,-3.60%,-15.90%,-1.50%,"$2,524,829.00 ","1,237,619,952",5 Billion,"$3,092,197.00 ",,-1.0,-3.6,-15.9,-1.5,2524829.0,3092197.0,1237619952.0,False,Small,0.8165162180805428,True,False
1524,Bware,INFRA,0.76,0.20%,-0.50%,6.40%,32.10%,"$228,144.00 ","4,038,972",100 Million,"$3,088,657.00 ",0.76,0.2,-0.5,6.4,32.1,228144.0,3088657.0,4038972.0,False,Small,0.0738651135428764,False,False
1525,SpartaDEX,SPARTA,0.20,-4.40%,-6.60%,61.20%,96.40%,"$30,746.00 ","15,308,818",100 Million,"$3,071,052.00 ",0.2,-4.4,-6.6,61.2,96.4,30746.0,3071052.0,15308818.0,False,Small,0.010011553044363951,False,False
1526,TigerCash,TCH, $-   ,-3.70%,-6.10%,-3.10%,-3.70%,"$109,489.00 ","700,000,000",1 Billion,"$3,061,410.00 ",,-3.7,-6.1,-3.1,-3.7,109489.0,3061410.0,700000000.0,False,Small,0.03576423935376183,False,False
1527,OTOCASH,OTO,0.08,-0.10%,0.00%,-0.10%,-0.10%,$67.57 ,"38,307,254",38.3 Million,"$3,059,534.00 ",0.08,-0.1,0.0,-0.1,-0.1,67.57,3059534.0,38307254.0,False,Small,2.20850626271844e-05,False,False
1528,Vidya,VIDYA,0.07,-1.50%,-3.90%,6.50%,102.80%,"$276,040.00 ","43,106,468",50 Million,"$3,057,624.00 ",0.07,-1.5,-3.9,6.5,102.8,276040.0,3057624.0,43106468.0,False,Small,0.0902792495087689,False,False
1529,VFOX,VFOX,0.15,-0.30%,-9.50%,-16.20%,15.80%,$862.00 ,"20,995,915",21 Million,"$3,049,619.00 ",0.15,-0.3,-9.5,-16.2,15.8,862.0,3049619.0,20995915.0,False,Small,0.00028265825993345397,False,False
1530,Cronos ID,CROID,0.07,-1.30%,-6.90%,-15.20%,41.00%,"$22,324.00 ","41,040,657",1 Billion,"$3,045,030.00 ",0.07,-1.3,-6.9,-15.2,41.0,22324.0,3045030.0,41040657.0,False,Small,0.007331290660518944,False,False
1531,Adappter,ADP, $-   ,0.00%,0.60%,3.40%,12.40%,"$157,944.00 ","1,883,510,539",10 Billion,"$3,044,409.00 ",,0.0,0.6,3.4,12.4,157944.0,3044409.0,1883510539.0,False,Small,0.0518800200630073,False,False
1532,Uno Re,UNO,0.04,0.00%,-0.80%,3.90%,-20.70%,"$314,045.00 ","81,705,560",383 Million,"$3,028,024.00 ",0.04,0.0,-0.8,3.9,-20.7,314045.0,3028024.0,81705560.0,False,Small,0.10371285036049913,False,False
1533,Flooring Protocol μPudgyPenguins,ΜPPG,0.01,-0.10%,4.00%,10.50%,,"$205,794.00 ","275,000,000",275 Million,"$3,019,194.00 ",0.01,-0.1,4.0,10.5,,205794.0,3019194.0,275000000.0,False,Small,0.06816190016275867,False,False
1534,Xend Finance,XEND,0.04,3.20%,32.80%,90.40%,67.20%,"$267,070.00 ","79,160,249",200 Million,"$3,014,542.00 ",0.04,3.2,32.8,90.4,67.2,267070.0,3014542.0,79160249.0,False,Small,0.08859388922098282,False,False
1535,Stronghold,SHX, $-   ,-0.10%,4.30%,-1.10%,-13.30%,"$310,800.00 ","5,374,948,823",-,"$3,010,467.00 ",,-0.1,4.3,-1.1,-13.3,310800.0,3010467.0,5374948823.0,False,Small,0.10323979635053299,False,False
1536,zkSwap Finance,ZF,0.01,1.70%,-6.30%,375.00%,1705.70%,"$1,502,756.00 ","242,683,556",436 Million,"$3,005,110.00 ",0.01,1.7,-6.3,375.0,1705.7,1502756.0,3005110.0,242683556.0,False,Small,0.5000668860707262,True,True
1537,Thala,THL,0.16,0.90%,2.20%,-5.10%,7.70%,"$16,746.00 ","19,311,838",100 Million,"$2,998,586.00 ",0.16,0.9,2.2,-5.1,7.7,16746.0,2998586.0,19311838.0,False,Small,0.005584632223321259,False,False
1538,Protectorate Protocol,PRTC,0.14,-0.10%,1.30%,15.00%,83.70%,"$8,721.00 ","21,111,707",100 Million,"$2,995,336.00 ",0.14,-0.1,1.3,15.0,83.7,8721.0,2995336.0,21111707.0,False,Small,0.0029115264531257927,False,False
1539,GraphLinq Protocol,GLQ,0.01,-1.50%,-2.60%,0.20%,112.30%,"$245,218.00 ","339,999,895",500 Million,"$2,994,036.00 ",0.01,-1.5,-2.6,0.2,112.3,245218.0,2994036.0,339999895.0,False,Small,0.08190215481710975,False,False
1540,WOOF,WOOF, $-   ,1.00%,23.20%,56.90%,1031.00%,"$83,208.00 ","17,902,999,424",17.9 Billion,"$2,976,956.00 ",,1.0,23.2,56.9,1031.0,83208.0,2976956.0,17902999424.0,False,Small,0.027950698633100388,False,True
1541,Big Data Protocol,BDP,0.12,2.90%,1.50%,16.40%,133.80%,"$440,953.00 ","24,159,174",64.9 Million,"$2,976,779.00 ",0.12,2.9,1.5,16.4,133.8,440953.0,2976779.0,24159174.0,False,Small,0.14813091600014647,False,False
1542,Joe Coin,JOE, $-   ,0.80%,-14.30%,-45.20%,-41.10%,"$1,277,279.00 ","1,000,000,000",1 Billion,"$2,973,667.00 ",,0.8,-14.3,-45.2,-41.1,1277279.0,2973667.0,1000000000.0,False,Small,0.42952993727946,False,False
1543,Hubble,HBB,0.06,-6.80%,-3.10%,-13.60%,31.70%,"$380,404.00 ","52,920,674",100 Million,"$2,966,302.00 ",0.06,-6.8,-3.1,-13.6,31.7,380404.0,2966302.0,52920674.0,False,Small,0.12824183107451634,False,False
1544,X World Games,XWG, $-   ,0.20%,-1.20%,3.00%,6.70%,"$193,125.00 ","2,878,846,154",9.94 Billion,"$2,955,248.00 ",,0.2,-1.2,3.0,6.7,193125.0,2955248.0,2878846154.0,False,Small,0.06534984542752419,False,False
1545,Alfa Romeo Racing ORLEN Fan Token,SAUBER,0.54,-0.70%,-2.80%,-4.20%,4.80%,"$112,044.00 ","5,476,172",10 Million,"$2,954,573.00 ",0.54,-0.7,-2.8,-4.2,4.8,112044.0,2954573.0,5476172.0,False,Small,0.03792223106350732,False,False
1546,Acquire.Fi,ACQ,0.03,2.20%,0.00%,19.10%,501.50%,"$315,431.00 ","100,127,165",300 Million,"$2,939,490.00 ",0.03,2.2,0.0,19.1,501.5,315431.0,2939490.0,100127165.0,False,Small,0.10730807044759465,False,False
